[Header]
TITLE,MPMS RSO Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1438425046.406000 8/1/2015, 3:30:46 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.58,  Build 076

INFO, NAME, Unnamed
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: m(T).seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,10,11,19,20,21,22,23,35
FIELDGROUP,Transverse,1,2,3,4,12,13,14,15,16,17,18,24,25,26,27,28,35

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS,
1438427849.609,,9.543233e+003,1.999004e+000,1.990555e-004,0.000000e+000,-1.587607e-003,0.000000e+000,3,9.666080e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.919270e-004,0,1,0,
1438427887.906,,9.040414e+003,1.998740e+000,1.940005e-004,0.000000e+000,-5.207710e-003,0.000000e+000,3,9.714869e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,7.849932e-004,0,1,0,
1438427976.312,,8.538741e+003,2.000320e+000,1.857220e-004,0.000000e+000,-3.948871e-003,0.000000e+000,3,9.730072e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,4.179478e-004,0,1,0,
1438428052.953,,8.036354e+003,2.000714e+000,1.789599e-004,0.000000e+000,-8.523975e-003,0.000000e+000,3,9.786867e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.130104e-004,0,1,0,
1438428140.281,,7.536540e+003,2.000416e+000,1.711750e-004,0.000000e+000,-6.618707e-003,0.000000e+000,3,9.813263e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,0.000000e+000,0,1,0,
1438428205.281,,7.032864e+003,1.999605e+000,1.637401e-004,0.000000e+000,-5.244842e-003,0.000000e+000,3,9.840027e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.139045e-003,0,0,0,
1438428317.875,,6.530905e+003,2.001655e+000,1.562450e-004,0.000000e+000,-1.247454e-002,0.000000e+000,3,9.796500e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,9.703636e-005,0,0,0,
1438428414.875,,6.029089e+003,2.001091e+000,1.461887e-004,0.000000e+000,-9.298760e-003,0.000000e+000,3,9.806725e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.611710e-004,0,0,0,
1438428509.750,,5.526988e+003,2.000264e+000,1.371057e-004,0.000000e+000,-9.390531e-003,0.000000e+000,3,9.758772e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,3.049374e-004,0,1,0,
1438428603.203,,5.026029e+003,1.999100e+000,1.283053e-004,0.000000e+000,-1.226430e-002,0.000000e+000,3,9.769803e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.610518e-004,0,1,0,
1438428640.797,,4.524214e+003,1.998476e+000,1.183157e-004,0.000000e+000,-1.132617e-002,0.000000e+000,3,9.795067e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,5.439520e-004,0,1,0,
1438428704.390,,4.022684e+003,1.999205e+000,1.087657e-004,0.000000e+000,-1.621956e-002,0.000000e+000,3,9.365960e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,5.609989e-004,0,1,0,
1438428840.609,,3.519866e+003,2.000698e+000,9.813165e-005,0.000000e+000,-1.852619e-002,0.000000e+000,3,9.727898e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.502037e-005,0,1,0,
1438428914.937,,3.015904e+003,2.000336e+000,8.708795e-005,0.000000e+000,-1.972556e-002,0.000000e+000,3,9.754040e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.599789e-004,0,1,0,
1438428992.187,,2.515805e+003,2.000409e+000,7.631921e-005,0.000000e+000,-2.557796e-002,0.000000e+000,3,9.825758e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,2.410412e-004,0,0,0,
1438429065.297,,2.011986e+003,2.000826e+000,6.427668e-005,0.000000e+000,-3.056098e-002,0.000000e+000,3,9.757023e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,3.697872e-004,0,0,0,
1438429218.437,,1.963335e+003,2.002041e+000,6.286897e-005,0.000000e+000,-3.292155e-002,0.000000e+000,3,9.706468e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,4.508495e-004,0,0,0,
1438429256.750,,1.912395e+003,2.001751e+000,6.410712e-005,0.000000e+000,-1.880857e-002,0.000000e+000,3,8.095734e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,5.159378e-004,0,1,0,
1438429355.281,,1.862314e+003,2.000464e+000,6.070495e-005,0.000000e+000,-2.932252e-002,0.000000e+000,3,9.504046e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,6.430149e-004,0,1,0,
1438429436.765,,1.812518e+003,1.998524e+000,6.022042e-005,0.000000e+000,-3.700654e-002,0.000000e+000,3,9.878703e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,2.880096e-004,0,1,0,
1438429473.812,,1.762724e+003,1.997820e+000,5.849407e-005,0.000000e+000,-3.157396e-002,0.000000e+000,3,9.802912e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,4.479885e-004,0,1,0,
1438429536.656,,1.713786e+003,1.998796e+000,5.724164e-005,0.000000e+000,-3.384222e-002,0.000000e+000,3,9.803857e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,6.409883e-004,0,1,0,
1438429571.953,,1.662703e+003,1.999373e+000,5.626954e-005,0.000000e+000,-3.480000e-002,0.000000e+000,3,9.677960e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,8.019209e-004,0,1,0,
1438429608.734,,1.612049e+003,1.999943e+000,5.484150e-005,0.000000e+000,-3.384381e-002,0.000000e+000,3,9.717633e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.011014e-003,0,1,0,
1438429644.031,,1.562255e+003,2.000384e+000,5.363837e-005,0.000000e+000,-3.722058e-002,0.000000e+000,3,9.676654e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,9.319782e-004,0,1,0,
1438429679.578,,1.511601e+003,2.000609e+000,5.232949e-005,0.000000e+000,-3.526118e-002,0.000000e+000,3,9.732772e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,7.400513e-004,0,1,0,
1438429715.125,,1.461662e+003,2.000609e+000,5.109020e-005,0.000000e+000,-4.070664e-002,0.000000e+000,3,9.736708e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,4.818439e-004,0,1,0,
1438429777.234,,1.412010e+003,2.000777e+000,5.006234e-005,0.000000e+000,-4.209984e-002,0.000000e+000,3,9.737433e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.449585e-004,0,0,0,
1438429849.453,,1.362072e+003,2.000721e+000,4.844912e-005,0.000000e+000,-3.926752e-002,0.000000e+000,3,9.685989e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.609325e-004,0,0,0,
1438429921.328,,1.311561e+003,2.000753e+000,4.750720e-005,0.000000e+000,-4.516312e-002,0.000000e+000,3,9.830061e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.609325e-004,0,0,0,
1438430026.453,,1.261479e+003,2.000793e+000,4.586195e-005,0.000000e+000,-4.356649e-002,0.000000e+000,3,9.775606e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.449585e-004,0,0,0,
1438430063.015,,1.210969e+003,2.000344e+000,4.469371e-005,0.000000e+000,-4.472058e-002,0.000000e+000,3,9.607064e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,4.980564e-004,0,0,0,
1438430124.656,,1.160745e+003,2.000593e+000,4.358666e-005,0.000000e+000,-5.027986e-002,0.000000e+000,3,9.817978e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,3.194809e-005,0,1,0,
1438430160.953,,1.110949e+003,2.000055e+000,4.208598e-005,0.000000e+000,-6.073841e-002,0.000000e+000,3,8.765643e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,20,1,1.597404e-005,0,1,0,
