-10.524	3381
-9.023	4631
-7.523	4908
-6.022	4552
-4.522	3508
-3.022	2500
-1.523	2209
-0.023	2136
1.476	2124
2.975	2094
4.474	2103
5.972	2136
7.470	2230
8.968	2528
10.466	3258
11.964	4641
13.461	6316
14.958	7953
16.455	8965
17.952	9576
19.448	9713
20.945	9890
22.441	9932
23.936	9834
25.432	9841
26.927	9825
28.422	9835
29.917	9977
31.412	10379
32.906	10988
34.400	11724
35.894	12467
37.388	12756
38.882	12844
40.375	12775
41.868	12813
43.361	12395
44.853	12432
46.346	12117
47.838	12016
49.330	11889
50.821	11647
52.313	11741
53.804	11431
55.295	11473
56.786	11437
58.276	11452
59.767	11561
61.257	11751
62.747	11847
64.236	11888
65.726	11755
67.215	11755
68.704	11426
70.193	11143
71.681	11067
73.169	10673
74.657	10675
76.145	10749
77.633	10584
79.120	10329
80.607	10349
82.094	10205
83.581	10070
85.067	9911
86.554	9795
88.040	9685
89.526	9539
91.011	9459
92.496	9485
93.982	9454
95.466	9459
96.951	9278
98.436	9307
99.920	9266
101.404	9410
102.887	9280
104.371	9326
105.854	9307
107.337	9413
108.820	9504
110.303	9513
111.785	9436
113.267	9512
114.749	9506
116.231	9460
117.713	9395
119.194	9386
120.675	9391
122.156	9425
123.636	9356
125.117	9215
126.597	9356
128.077	9022
129.556	9055
131.036	8960
132.515	8872
133.994	8684
135.473	8689
136.951	8498
138.430	8456
139.908	8384
141.386	8440
142.863	8265
144.341	8409
145.818	8364
147.295	8091
148.772	8241
150.248	8176
151.725	8100
153.201	7974
154.677	7989
156.152	7953
157.628	7842
159.103	7792
160.578	7704
162.053	7697
163.527	7610
165.001	7520
166.475	7600
167.949	7550
169.423	7675
170.896	7617
172.369	7707
173.842	7546
175.315	7690
176.788	7642
178.260	7633
179.732	7506
181.204	7498
182.675	7463
184.147	7384
185.618	7271
187.089	7389
188.559	7481
190.030	7344
191.500	7394
192.970	7364
194.440	7461
195.909	7347
197.379	7437
198.848	7489
200.317	7367
201.786	7396
203.254	7466
204.722	7384
206.190	7561
207.658	7410
209.126	7415
210.593	7438
212.060	7449
213.527	7489
214.994	7531
216.460	7485
217.926	7341
219.392	7404
220.858	7475
222.323	7455
223.789	7617
225.254	7503
226.719	7534
228.183	7602
229.648	7621
231.112	7651
232.576	7698
234.040	7632
235.503	7585
236.967	7601
238.430	7671
239.893	7700
241.355	7662
242.818	7814
244.280	7758
245.742	7863
247.204	7892
248.665	7880
250.126	7870
251.587	8005
253.048	7929
254.509	8064
255.969	8165
257.430	8134
258.889	8106
260.349	8145
261.809	8300
263.268	8189
264.727	8289
266.186	8417
267.645	8397
269.103	8382
270.561	8754
272.019	8581
273.477	8657
274.934	8726
276.392	8747
277.849	8903
279.306	9061
280.762	9074
282.219	9227
283.675	9147
285.131	9136
286.586	9343
288.042	9442
289.497	9428
290.952	9566
292.407	9602
293.862	9643
295.316	9916
296.770	9903
298.224	10015
299.678	9919
301.132	10165
302.585	10144
304.038	10245
305.491	10204
306.943	10476
308.396	10327
309.848	10476
311.300	10366
312.752	10354
314.203	10270
315.655	10519
317.106	10407
318.557	10586
320.007	10655
321.458	10760
322.908	10927
324.358	10860
325.807	11288
327.257	11557
328.706	11585
330.155	11914
331.604	12272
333.053	12506
334.501	12985
335.950	13428
337.397	13570
338.845	14019
340.293	13836
341.740	14354
343.187	14313
344.634	14219
346.081	14201
347.527	13982
348.973	13818
350.419	13793
351.865	13499
353.311	13532
354.756	13326
356.201	13070
357.646	12796
359.091	12790
360.535	12835
361.979	13123
363.423	13253
364.867	13544
366.311	13755
367.754	13997
369.197	14616
370.640	15014
372.083	15595
373.525	15834
374.967	16088
376.409	16336
377.851	16501
379.293	15949
380.734	15682
382.175	14801
383.616	14317
385.057	13536
386.497	12656
387.938	11833
389.378	11277
390.818	10538
392.257	9900
393.697	9637
395.136	9335
396.575	8942
398.013	8773
399.452	8407
400.890	8384
402.328	8294
403.766	8183
405.204	8022
406.641	7929
408.078	8091
409.515	8095
410.952	7892
412.388	7958
413.825	7887
415.261	7838
416.697	7849
418.132	7783
419.568	7746
421.003	7825
422.438	7788
423.873	7545
425.307	7630
426.742	7661
428.176	7545
429.610	7608
431.043	7679
432.477	7526
433.910	7509
435.343	7532
436.776	7548
438.208	7386
439.641	7462
441.073	7514
442.505	7450
443.937	7567
445.368	7524
446.799	7549
448.230	7503
449.661	7490
451.092	7466
452.522	7473
453.952	7518
455.382	7614
456.812	7539
458.242	7560
459.671	7607
461.100	7503
462.529	7508
463.958	7670
465.386	7619
466.814	7655
468.242	7649
469.670	7538
471.097	7578
472.525	7402
473.952	7504
475.379	7337
476.806	7486
478.232	7250
479.658	7405
481.084	7281
482.510	7297
483.936	7283
485.361	7230
486.786	7213
488.211	7245
489.636	7174
491.060	7214
492.485	7301
493.909	7303
495.333	7287
496.756	7265
498.180	7246
499.603	7359
501.026	7327
502.449	7232
503.871	7247
505.294	7318
506.716	7250
508.138	7127
509.559	7253
510.981	7240
512.402	7248
513.823	7265
515.244	7367
516.664	7360
518.085	7277
519.505	7307
520.925	7281
522.345	7443
523.764	7306
525.183	7261
526.603	7380
528.021	7338
529.440	7414
530.858	7422
