Number Atom1 Atom2 Atom3 Angle
713 S1 Cu21 Cu21 65.3(2)
714 S1 Cu21 Cu2 98.9
715 S1 Cu21 Cu21 106.1(3)
716 S1 Cu21 As1 110.5(2)
717 Cu21 Cu21 Cu21 120.0(3)
718 Cu21 Cu21 Cu2 67.9
719 Cu21 Cu21 Cu21 60.0(2)
720 Cu21 Cu21 As1 65.2(2)
721 Cu21 Cu21 Cu2 101.3
722 Cu21 Cu21 Cu21 120.0(3)
723 Cu21 Cu21 As1 173.7(3)
724 Cu2 Cu21 Cu21 18.7
725 Cu2 Cu21 As1 83.9
726 Cu21 Cu21 As1 65.2(2)
727 Cu2 S1 Cu21 24.7
728 Cu2 S1 As1 113.82
729 Cu2 S1 Cu1 115.56
730 Cu2 S1 Cu21 24.7
731 Cu2 S1 Cu1 115.56
732 Cu21 S1 As1 111.0(1)
733 Cu21 S1 Cu1 136.1
734 Cu21 S1 Cu21 49.4(2)
735 Cu21 S1 Cu1 94.1
736 As1 S1 Cu1 104.19
737 As1 S1 Cu21 111.0(1)
738 As1 S1 Cu1 104.19
739 Cu1 S1 Cu21 94.1
740 Cu1 S1 Cu1 101.95
741 Cu21 S1 Cu1 136.1
742 S1 As1 S1 99.44(3)
743 S1 As1 S1 99.44(3)
744 S1 As1 Cu21 101.6(1)
745 S1 As1 Cu21 147.2(1)
746 S1 As1 Cu21 101.6(1)
747 S1 As1 S1 99.44(3)
748 S1 As1 Cu21 147.2(1)
749 S1 As1 Cu21 101.6(1)
750 S1 As1 Cu21 101.6(1)
751 S1 As1 Cu21 101.6(1)
752 S1 As1 Cu21 101.6(1)
753 S1 As1 Cu21 147.2(1)
754 Cu21 As1 Cu21 49.6(2)
755 Cu21 As1 Cu21 49.6(2)
756 Cu21 As1 Cu21 49.6(2)
757 Cu2 S1 Cu21 24.7
758 Cu2 S1 As1 113.82
759 Cu2 S1 Cu21 24.7
760 Cu2 S1 Cu1 115.56
761 Cu2 S1 Cu1 115.56
762 Cu21 S1 As1 111.0(1)
763 Cu21 S1 Cu21 49.4(2)
764 Cu21 S1 Cu1 136.1
765 Cu21 S1 Cu1 94.1
766 As1 S1 Cu21 111.0(1)
767 As1 S1 Cu1 104.19
768 As1 S1 Cu1 104.19
769 Cu21 S1 Cu1 94.1
770 Cu21 S1 Cu1 136.1
771 Cu1 S1 Cu1 101.95
772 As1 S1 Cu2 113.82
773 As1 S1 Cu21 111.0(1)
774 As1 S1 Cu21 111.0(1)
775 As1 S1 Cu1 104.19
776 As1 S1 Cu1 104.19
777 Cu2 S1 Cu21 24.7
778 Cu2 S1 Cu21 24.7
779 Cu2 S1 Cu1 115.56
780 Cu2 S1 Cu1 115.56
781 Cu21 S1 Cu21 49.4(2)
782 Cu21 S1 Cu1 136.1
783 Cu21 S1 Cu1 94.1
784 Cu21 S1 Cu1 94.1
785 Cu21 S1 Cu1 136.1
786 Cu1 S1 Cu1 101.95
787 S1 Cu1 S1 109.51
788 S1 Cu1 S1 109.45
789 S1 Cu1 S1 109.45
790 S1 Cu1 S1 109.45
791 S1 Cu1 S1 109.45
792 S1 Cu1 S1 109.51
793 S2 Cu21 S1 110.7
794 S2 Cu21 Cu2 66.4
795 S2 Cu21 Cu21 64.8
796 S2 Cu21 S1 110.7
797 S2 Cu21 Cu2 50.4
798 S2 Cu21 Cu21 64.7
799 S2 Cu21 Cu2 50.4
800 S2 Cu21 Cu21 64.7
801 S2 Cu21 As1 121.5
802 S1 Cu21 Cu2 64.3
803 S1 Cu21 Cu21 65.3(2)
804 S1 Cu21 S1 87.8(2)
805 S1 Cu21 Cu2 161.1
806 S1 Cu21 Cu21 166.1(3)
807 S1 Cu21 Cu2 98.9
808 S1 Cu21 Cu21 106.1(3)
809 S1 Cu21 As1 110.5(2)
810 Cu2 Cu21 Cu21 1.6
811 Cu2 Cu21 S1 64.3
812 Cu2 Cu21 Cu2 102.6
813 Cu2 Cu21 Cu21 121.3
814 Cu2 Cu21 Cu2 102.6
815 Cu2 Cu21 Cu21 121.3
816 Cu2 Cu21 As1 172.1
817 Cu21 Cu21 S1 65.3(2)
818 Cu21 Cu21 Cu2 101.3
819 Cu21 Cu21 Cu21 120.0(3)
820 Cu21 Cu21 Cu2 101.3
821 Cu21 Cu21 Cu21 120.0(3)
822 Cu21 Cu21 As1 173.7(3)
823 S1 Cu21 Cu2 98.9
824 S1 Cu21 Cu21 106.1(3)
825 S1 Cu21 Cu2 161.1
826 S1 Cu21 Cu21 166.1(3)
827 S1 Cu21 As1 110.5(2)
828 Cu2 Cu21 Cu21 18.7
829 Cu2 Cu21 Cu2 69.6
830 Cu2 Cu21 Cu21 67.9
831 Cu2 Cu21 As1 83.9
832 Cu21 Cu21 Cu2 67.9
833 Cu21 Cu21 Cu21 60.0(2)
834 Cu21 Cu21 As1 65.2(2)
835 Cu2 Cu21 Cu21 18.7
836 Cu2 Cu21 As1 83.9
837 Cu21 Cu21 As1 65.2(2)
838 S1 Cu1 S1 109.51
839 S1 Cu1 S1 109.45
840 S1 Cu1 S1 109.45
841 S1 Cu1 S1 109.45
842 S1 Cu1 S1 109.45
843 S1 Cu1 S1 109.51
844 S2 Cu21 S1 110.7
845 S2 Cu21 Cu2 66.4
846 S2 Cu21 Cu21 64.8
847 S2 Cu21 Cu2 50.4
848 S2 Cu21 S1 110.7
849 S2 Cu21 Cu21 64.7
850 S2 Cu21 Cu2 50.4
851 S2 Cu21 Cu21 64.7
852 S2 Cu21 As1 121.5
853 S1 Cu21 Cu2 64.3
854 S1 Cu21 Cu21 65.3(2)
855 S1 Cu21 Cu2 161.1
856 S1 Cu21 S1 87.8(2)
857 S1 Cu21 Cu21 166.1(3)
858 S1 Cu21 Cu2 98.9
859 S1 Cu21 Cu21 106.1(3)
860 S1 Cu21 As1 110.5(2)
861 Cu2 Cu21 Cu21 1.6
862 Cu2 Cu21 Cu2 102.6
863 Cu2 Cu21 S1 64.3
864 Cu2 Cu21 Cu21 121.3
865 Cu2 Cu21 Cu2 102.6
866 Cu2 Cu21 Cu21 121.3
867 Cu2 Cu21 As1 172.1
868 Cu21 Cu21 Cu2 101.3
869 Cu21 Cu21 S1 65.3(2)
870 Cu21 Cu21 Cu21 120.0(3)
871 Cu21 Cu21 Cu2 101.3
872 Cu21 Cu21 Cu21 120.0(3)
873 Cu21 Cu21 As1 173.7(3)
874 Cu2 Cu21 S1 98.9
875 Cu2 Cu21 Cu21 18.7
876 Cu2 Cu21 Cu2 69.6
877 Cu2 Cu21 Cu21 67.9
878 Cu2 Cu21 As1 83.9
879 S1 Cu21 Cu21 106.1(3)
880 S1 Cu21 Cu2 161.1
881 S1 Cu21 Cu21 166.1(3)
882 S1 Cu21 As1 110.5(2)
883 Cu21 Cu21 Cu2 67.9
884 Cu21 Cu21 Cu21 60.0(2)
885 Cu21 Cu21 As1 65.2(2)
886 Cu2 Cu21 Cu21 18.7
887 Cu2 Cu21 As1 83.9
888 Cu21 Cu21 As1 65.2(2)
889 S2 Cu21 S1 110.7
890 S2 Cu21 Cu2 50.4
891 S2 Cu21 Cu2 66.4
892 S2 Cu21 Cu21 64.8
893 S2 Cu21 S1 110.7
894 S2 Cu21 Cu21 64.7
895 S2 Cu21 Cu2 50.4
896 S2 Cu21 Cu21 64.7
897 S2 Cu21 As1 121.5
898 S1 Cu21 Cu2 161.1
899 S1 Cu21 Cu2 64.3
900 S1 Cu21 Cu21 65.3(2)
901 S1 Cu21 S1 87.8(2)
902 S1 Cu21 Cu21 166.1(3)
903 S1 Cu21 Cu2 98.9
904 S1 Cu21 Cu21 106.1(3)
905 S1 Cu21 As1 110.5(2)
906 Cu2 Cu21 Cu2 102.6
907 Cu2 Cu21 Cu21 101.3
908 Cu2 Cu21 S1 98.9
909 Cu2 Cu21 Cu21 18.7
910 Cu2 Cu21 Cu2 69.6
911 Cu2 Cu21 Cu21 67.9
912 Cu2 Cu21 As1 83.9
913 Cu2 Cu21 Cu21 1.6
914 Cu2 Cu21 S1 64.3
915 Cu2 Cu21 Cu21 121.3
916 Cu2 Cu21 Cu2 102.6
917 Cu2 Cu21 Cu21 121.3
918 Cu2 Cu21 As1 172.1
919 Cu21 Cu21 S1 65.3(2)
920 Cu21 Cu21 Cu21 120.0(3)
921 Cu21 Cu21 Cu2 101.3
922 Cu21 Cu21 Cu21 120.0(3)
923 Cu21 Cu21 As1 173.7(3)
924 S1 Cu21 Cu21 106.1(3)
925 S1 Cu21 Cu2 161.1
926 S1 Cu21 Cu21 166.1(3)
927 S1 Cu21 As1 110.5(2)
928 Cu21 Cu21 Cu2 67.9
929 Cu21 Cu21 Cu21 60.0(2)
930 Cu21 Cu21 As1 65.2(2)
931 Cu2 Cu21 Cu21 18.7
932 Cu2 Cu21 As1 83.9
933 Cu21 Cu21 As1 65.2(2)
934 S2 Cu2 Cu21 57.2
935 S2 Cu2 S1 129.7
936 S2 Cu2 Cu21 57.2
937 S2 Cu2 S1 129.7
938 S2 Cu2 Cu21 57.2
939 S2 Cu2 Cu21 57.2
940 S2 Cu2 Cu21 88.4
941 S2 Cu2 Cu21 88.4
942 Cu21 Cu2 S1 93.3
943 Cu21 Cu2 Cu21 44.2
944 Cu21 Cu2 S1 129.5
945 Cu21 Cu2 Cu21 114.3
946 Cu21 Cu2 Cu21 97.4
947 Cu21 Cu2 Cu21 137.4
948 Cu21 Cu2 Cu21 40.0
949 S1 Cu2 Cu21 129.5
950 S1 Cu2 S1 100.62
951 S1 Cu2 Cu21 129.5
952 S1 Cu2 Cu21 93.3
953 S1 Cu2 Cu21 91.0
954 S1 Cu2 Cu21 91.0
955 Cu21 Cu2 S1 93.3
956 Cu21 Cu2 Cu21 97.4
957 Cu21 Cu2 Cu21 114.3
958 Cu21 Cu2 Cu21 137.4
959 Cu21 Cu2 Cu21 40.0
960 S1 Cu2 Cu21 93.3
961 S1 Cu2 Cu21 129.5
962 S1 Cu2 Cu21 91.0
963 S1 Cu2 Cu21 91.0
964 Cu21 Cu2 Cu21 44.2
965 Cu21 Cu2 Cu21 40.0
966 Cu21 Cu2 Cu21 137.4
967 Cu21 Cu2 Cu21 40.0
968 Cu21 Cu2 Cu21 137.4
969 Cu21 Cu2 Cu21 176.8
970 S2 Cu21 S1 110.7
971 S2 Cu21 S1 110.7
972 S2 Cu21 Cu2 50.4
973 S2 Cu21 Cu2 50.4
974 S2 Cu21 Cu21 64.7
975 S2 Cu21 Cu21 64.7
976 S2 Cu21 Cu2 66.4
977 S2 Cu21 Cu21 64.8
978 S2 Cu21 As1 121.5
979 S1 Cu21 S1 87.8(2)
980 S1 Cu21 Cu2 161.1
981 S1 Cu21 Cu2 98.9
982 S1 Cu21 Cu21 166.1(3)
983 S1 Cu21 Cu21 106.1(3)
984 S1 Cu21 Cu2 64.3
985 S1 Cu21 Cu21 65.3(2)
986 S1 Cu21 As1 110.5(2)
987 S1 Cu21 Cu2 98.9
988 S1 Cu21 Cu2 161.1
989 S1 Cu21 Cu21 106.1(3)
990 S1 Cu21 Cu21 166.1(3)
991 S1 Cu21 Cu2 64.3
992 S1 Cu21 Cu21 65.3(2)
993 S1 Cu21 As1 110.5(2)
994 Cu2 Cu21 Cu2 69.6
995 Cu2 Cu21 Cu21 18.7
996 Cu2 Cu21 Cu21 67.9
997 Cu2 Cu21 Cu2 102.6
998 Cu2 Cu21 Cu21 101.3
999 Cu2 Cu21 As1 83.9
1000 Cu2 Cu21 Cu21 67.9
1001 Cu2 Cu21 Cu21 18.7
1002 Cu2 Cu21 Cu2 102.6
1003 Cu2 Cu21 Cu21 101.3
1004 Cu2 Cu21 As1 83.9
1005 Cu21 Cu21 Cu21 60.0(2)
1006 Cu21 Cu21 Cu2 121.3
1007 Cu21 Cu21 Cu21 120.0(3)
1008 Cu21 Cu21 As1 65.2(2)
1009 Cu21 Cu21 Cu2 121.3
1010 Cu21 Cu21 Cu21 120.0(3)
1011 Cu21 Cu21 As1 65.2(2)
1012 Cu2 Cu21 Cu21 1.6
1013 Cu2 Cu21 As1 172.1
1014 Cu21 Cu21 As1 173.7(3)
1015 Cu21 Cu2 S2 57.2
1016 Cu21 Cu2 S1 93.3
1017 Cu21 Cu2 Cu21 44.2
1018 Cu21 Cu2 Cu21 114.3
1019 Cu21 Cu2 S1 129.5
1020 Cu21 Cu2 Cu21 97.4
1021 Cu21 Cu2 Cu21 40.0
1022 Cu21 Cu2 Cu21 137.4
1023 S2 Cu2 S1 129.7
1024 S2 Cu2 Cu21 57.2
1025 S2 Cu2 Cu21 57.2
1026 S2 Cu2 S1 129.7
1027 S2 Cu2 Cu21 57.2
1028 S2 Cu2 Cu21 88.4
1029 S2 Cu2 Cu21 88.4
1030 S1 Cu2 Cu21 129.5
1031 S1 Cu2 Cu21 129.5
1032 S1 Cu2 S1 100.62
1033 S1 Cu2 Cu21 93.3
1034 S1 Cu2 Cu21 91.0
1035 S1 Cu2 Cu21 91.0
1036 Cu21 Cu2 Cu21 97.4
1037 Cu21 Cu2 S1 93.3
1038 Cu21 Cu2 Cu21 114.3
1039 Cu21 Cu2 Cu21 40.0
1040 Cu21 Cu2 Cu21 137.4
1041 Cu21 Cu2 S1 93.3
1042 Cu21 Cu2 Cu21 44.2
1043 Cu21 Cu2 Cu21 137.4
1044 Cu21 Cu2 Cu21 40.0
1045 S1 Cu2 Cu21 129.5
1046 S1 Cu2 Cu21 91.0
1047 S1 Cu2 Cu21 91.0
1048 Cu21 Cu2 Cu21 137.4
1049 Cu21 Cu2 Cu21 40.0
1050 Cu21 Cu2 Cu21 176.8
1051 Cu2 Cu21 Cu21 18.7
1052 Cu2 Cu21 S2 50.4
1053 Cu2 Cu21 S1 98.9
1054 Cu2 Cu21 Cu2 69.6
1055 Cu2 Cu21 Cu21 67.9
1056 Cu2 Cu21 S1 161.1
1057 Cu2 Cu21 Cu2 102.6
1058 Cu2 Cu21 Cu21 101.3
1059 Cu2 Cu21 As1 83.9
1060 Cu21 Cu21 S2 64.7
1061 Cu21 Cu21 S1 106.1(3)
1062 Cu21 Cu21 Cu2 67.9
1063 Cu21 Cu21 Cu21 60.0(2)
1064 Cu21 Cu21 S1 166.1(3)
1065 Cu21 Cu21 Cu2 121.3
1066 Cu21 Cu21 Cu21 120.0(3)
1067 Cu21 Cu21 As1 65.2(2)
1068 S2 Cu21 S1 110.7
1069 S2 Cu21 Cu2 50.4
1070 S2 Cu21 Cu21 64.7
1071 S2 Cu21 S1 110.7
1072 S2 Cu21 Cu2 66.4
1073 S2 Cu21 Cu21 64.8
1074 S2 Cu21 As1 121.5
1075 S1 Cu21 Cu2 161.1
1076 S1 Cu21 Cu21 166.1(3)
1077 S1 Cu21 S1 87.8(2)
1078 S1 Cu21 Cu2 64.3
1079 S1 Cu21 Cu21 65.3(2)
1080 S1 Cu21 As1 110.5(2)
1081 Cu2 Cu21 Cu21 18.7
1082 Cu2 Cu21 S1 98.9
1083 Cu2 Cu21 Cu2 102.6
1084 Cu2 Cu21 Cu21 101.3
1085 Cu2 Cu21 As1 83.9
1086 Cu21 Cu21 S1 106.1(3)
1087 Cu21 Cu21 Cu2 121.3
1088 Cu21 Cu21 Cu21 120.0(3)
1089 Cu21 Cu21 As1 65.2(2)
1090 S1 Cu21 Cu2 64.3
1091 S1 Cu21 Cu21 65.3(2)
1092 S1 Cu21 As1 110.5(2)
1093 Cu2 Cu21 Cu21 1.6
1094 Cu2 Cu21 As1 172.1
1095 Cu21 Cu21 As1 173.7(3)
1096 Cu2 Cu21 S2 50.4
1097 Cu2 Cu21 Cu2 69.6
1098 Cu2 Cu21 Cu21 67.9
1099 Cu2 Cu21 S1 161.1
1100 Cu2 Cu21 Cu21 18.7
1101 Cu2 Cu21 S1 98.9
1102 Cu2 Cu21 Cu2 102.6
1103 Cu2 Cu21 Cu21 101.3
1104 Cu2 Cu21 As1 83.9
1105 S2 Cu21 Cu2 50.4
1106 S2 Cu21 Cu21 64.7
1107 S2 Cu21 S1 110.7
1108 S2 Cu21 Cu21 64.7
1109 S2 Cu21 S1 110.7
1110 S2 Cu21 Cu2 66.4
1111 S2 Cu21 Cu21 64.8
1112 S2 Cu21 As1 121.5
1113 Cu2 Cu21 Cu21 18.7
1114 Cu2 Cu21 S1 98.9
1115 Cu2 Cu21 Cu21 67.9
1116 Cu2 Cu21 S1 161.1
1117 Cu2 Cu21 Cu2 102.6
1118 Cu2 Cu21 Cu21 101.3
1119 Cu2 Cu21 As1 83.9
1120 Cu21 Cu21 S1 106.1(3)
1121 Cu21 Cu21 Cu21 60.0(2)
1122 Cu21 Cu21 S1 166.1(3)
1123 Cu21 Cu21 Cu2 121.3
1124 Cu21 Cu21 Cu21 120.0(3)
1125 Cu21 Cu21 As1 65.2(2)
1126 S1 Cu21 Cu21 166.1(3)
1127 S1 Cu21 S1 87.8(2)
1128 S1 Cu21 Cu2 64.3
1129 S1 Cu21 Cu21 65.3(2)
1130 S1 Cu21 As1 110.5(2)
1131 Cu21 Cu21 S1 106.1(3)
1132 Cu21 Cu21 Cu2 121.3
1133 Cu21 Cu21 Cu21 120.0(3)
1134 Cu21 Cu21 As1 65.2(2)
1135 S1 Cu21 Cu2 64.3
1136 S1 Cu21 Cu21 65.3(2)
1137 S1 Cu21 As1 110.5(2)
1138 Cu2 Cu21 Cu21 1.6
1139 Cu2 Cu21 As1 172.1
1140 Cu21 Cu21 As1 173.7(3)
1141 S2 Cu21 S1 110.7
1142 S2 Cu21 Cu2 50.4
1143 S2 Cu21 Cu2 50.4
1144 S2 Cu21 Cu21 64.7
1145 S2 Cu21 S1 110.7
1146 S2 Cu21 Cu21 64.7
1147 S2 Cu21 Cu2 66.4
1148 S2 Cu21 Cu21 64.8
1149 S2 Cu21 As1 121.5
1150 S1 Cu21 Cu2 98.9
1151 S1 Cu21 Cu2 161.1
1152 S1 Cu21 Cu21 166.1(3)
1153 S1 Cu21 S1 87.8(2)
1154 S1 Cu21 Cu21 106.1(3)
1155 S1 Cu21 Cu2 64.3
1156 S1 Cu21 Cu21 65.3(2)
1157 S1 Cu21 As1 110.5(2)
1158 Cu2 Cu21 Cu2 69.6
1159 Cu2 Cu21 Cu21 67.9
1160 Cu2 Cu21 S1 161.1
1161 Cu2 Cu21 Cu21 18.7
1162 Cu2 Cu21 Cu2 102.6
1163 Cu2 Cu21 Cu21 101.3
1164 Cu2 Cu21 As1 83.9
1165 Cu2 Cu21 Cu21 18.7
1166 Cu2 Cu21 S1 98.9
1167 Cu2 Cu21 Cu21 67.9
1168 Cu2 Cu21 Cu2 102.6
1169 Cu2 Cu21 Cu21 101.3
1170 Cu2 Cu21 As1 83.9
1171 Cu21 Cu21 S1 106.1(3)
1172 Cu21 Cu21 Cu21 60.0(2)
1173 Cu21 Cu21 Cu2 121.3
1174 Cu21 Cu21 Cu21 120.0(3)
1175 Cu21 Cu21 As1 65.2(2)
1176 S1 Cu21 Cu21 166.1(3)
1177 S1 Cu21 Cu2 64.3
1178 S1 Cu21 Cu21 65.3(2)
1179 S1 Cu21 As1 110.5(2)
1180 Cu21 Cu21 Cu2 121.3
1181 Cu21 Cu21 Cu21 120.0(3)
1182 Cu21 Cu21 As1 65.2(2)
1183 Cu2 Cu21 Cu21 1.6
1184 Cu2 Cu21 As1 172.1
1185 Cu21 Cu21 As1 173.7(3)
1186 As1 Cu21 Cu21 65.2(2)
1187 As1 Cu21 Cu21 65.2(2)
1188 Cu21 Cu21 Cu21 60.0(2)
1189 As1 Cu21 Cu21 65.2(2)
1190 As1 Cu21 Cu21 65.2(2)
1191 Cu21 Cu21 Cu21 60.0(2)
1192 As1 Cu21 Cu21 65.2(2)
1193 As1 Cu21 Cu21 65.2(2)
1194 Cu21 Cu21 Cu21 60.0(2)
1195 As1 Cu21 Cu21 65.2(2)
1196 As1 Cu21 Cu21 65.2(2)
1197 Cu21 Cu21 Cu21 60.0(2)
1198 As1 Cu21 Cu21 65.2(2)
1199 As1 Cu21 Cu21 65.2(2)
1200 As1 Cu21 S1 110.5(2)
1201 Cu21 Cu21 Cu21 60.0(2)
1202 Cu21 Cu21 S1 166.1(3)
1203 Cu21 Cu21 S1 106.1(3)
1204 As1 Cu21 Cu21 65.2(2)
1205 As1 Cu21 Cu21 65.2(2)
1206 Cu21 Cu21 Cu21 60.0(2)
1207 As1 Cu21 Cu21 65.2(2)
1208 As1 Cu21 Cu21 65.2(2)
1209 Cu21 Cu21 Cu21 60.0(2)
1210 As1 Cu21 Cu21 65.2(2)
1211 As1 Cu21 Cu21 65.2(2)
1212 Cu21 Cu21 Cu21 60.0(2)
1213 As1 Cu21 Cu21 65.2(2)
1214 As1 Cu21 Cu21 65.2(2)
1215 As1 Cu21 S1 110.5(2)
1216 As1 Cu21 S1 110.5(2)
1217 Cu21 Cu21 Cu21 60.0(2)
1218 Cu21 Cu21 S1 166.1(3)
1219 Cu21 Cu21 S1 106.1(3)
1220 Cu21 Cu21 S1 106.1(3)
1221 Cu21 Cu21 S1 166.1(3)
1222 S1 Cu21 S1 87.8(2)
1223 As1 Cu21 Cu21 65.2(2)
1224 As1 Cu21 Cu21 65.2(2)
1225 As1 Cu21 S1 110.5(2)
1226 Cu21 Cu21 Cu21 60.0(2)
1227 Cu21 Cu21 S1 106.1(3)
1228 Cu21 Cu21 S1 166.1(3)
1229 As1 Cu21 Cu21 65.2(2)
1230 As1 Cu21 Cu21 65.2(2)
1231 As1 Cu21 S1 110.5(2)
1232 Cu21 Cu21 Cu21 60.0(2)
1233 Cu21 Cu21 S1 106.1(3)
1234 Cu21 Cu21 S1 166.1(3)
1235 As1 Cu21 Cu21 65.2(2)
1236 As1 Cu21 Cu21 65.2(2)
1237 As1 Cu21 S1 110.5(2)
1238 Cu21 Cu21 Cu21 60.0(2)
1239 Cu21 Cu21 S1 166.1(3)
1240 Cu21 Cu21 S1 106.1(3)
1241 Cu1 S1 Cu1 101.95
1242 Cu1 S1 Cu1 101.95
1243 Cu1 S1 Cu1 101.95
1244 Cu1 S1 Cu1 101.95
1245 Cu1 S1 Cu1 101.95
1246 Cu1 S1 Cu1 101.95
1247 Cu1 S1 As1 104.19
1248 Cu1 S1 Cu1 101.95
1249 As1 S1 Cu1 104.19
1250 Cu1 S1 Cu21 94.1
1251 Cu1 S1 Cu21 94.1
1252 Cu1 S1 Cu21 94.1
1253 Cu1 S1 As1 104.19
1254 Cu1 S1 Cu1 101.95
1255 As1 S1 Cu1 104.19
1256 Cu1 S1 Cu1 101.95
1257 Cu1 S1 As1 104.19
1258 Cu1 S1 As1 104.19
1259 Cu1 S1 As1 104.19
1260 Cu1 S1 Cu1 101.95
1261 As1 S1 Cu1 104.19
1262 Cu1 S1 Cu21 94.1
1263 Cu1 S1 Cu21 94.1
1264 Cu1 S1 As1 104.19
1265 Cu1 S1 Cu1 101.95
1266 As1 S1 Cu1 104.19
1267 Cu1 S1 Cu21 94.1
1268 Cu21 As1 Cu21 49.6(2)
1269 Cu21 As1 Cu21 49.6(2)
1270 Cu21 As1 S1 101.6(1)
1271 Cu21 As1 S1 101.6(1)
1272 Cu21 As1 Cu21 49.6(2)
1273 Cu21 As1 S1 147.2(1)
1274 Cu21 As1 S1 101.6(1)
1275 Cu21 As1 S1 101.6(1)
1276 Cu21 As1 S1 147.2(1)
1277 S1 As1 S1 99.44(3)
1278 Cu21 As1 Cu21 49.6(2)
1279 Cu21 As1 Cu21 49.6(2)
1280 Cu21 As1 S1 101.6(1)
1281 Cu21 As1 Cu21 49.6(2)
1282 Cu21 As1 S1 101.6(1)
1283 Cu21 As1 S1 147.2(1)
1284 Cu21 As1 Cu21 49.6(2)
1285 Cu21 As1 Cu21 49.6(2)
1286 Cu21 As1 S1 101.6(1)
1287 Cu21 As1 Cu21 49.6(2)
1288 Cu21 As1 S1 101.6(1)
1289 Cu21 As1 S1 147.2(1)
1290 Cu21 As1 Cu21 49.6(2)
1291 Cu21 As1 Cu21 49.6(2)
1292 Cu21 As1 S1 101.6(1)
1293 Cu21 As1 Cu21 49.6(2)
1294 Cu21 As1 S1 101.6(1)
1295 Cu21 As1 S1 147.2(1)
1296 S1 Cu1 S1 109.45
1297 S1 Cu1 S1 109.51
1298 S1 Cu1 S1 109.45
1299 S1 Cu1 S1 109.45
1300 S1 Cu1 S1 109.51
1301 S1 Cu1 S1 109.45
1302 S1 Cu1 S1 109.51
1303 S1 Cu1 S1 109.51
1304 S1 Cu1 S1 109.51
1305 S1 Cu1 S1 109.51
1306 S1 Cu1 S1 109.45
